Converted with https://www.biotools.fr/drosophila/fbgn_converter
Mdh2	FBgn0262559
mRpL10	FBgn0031231
CG11095	FBgn0030528
Mp	FBgn0260660
CG9967	FBgn0031413
CG12093	FBgn0035372
PH4alphaEFB	FBgn0039776
IntS4	FBgn0026679
Pex16	FBgn0037019
alien	FBgn0013746
CG34174	FBgn0085203
conu	FBgn0039994
Not3	FBgn0033029
CG5023	FBgn0038774
tud	FBgn0003891
CG12859	FBgn0033961
raw	FBgn0003209
Moca-cyp	FBgn0039581
trx	FBgn0003862
CG11342	FBgn0035537
Uev1A	FBgn0035601
rho-4	FBgn0030318
CG8531	FBgn0033918
ghi	FBgn0266124
CG8860	FBgn0033691
abo	FBgn0000018
lawc	FBgn0262976
CG7099	FBgn0032517
CG4025	FBgn0025624
CG5792	
pain	FBgn0060296
CG6020	FBgn0079299
tara	FBgn0040071
eIF-2beta	
Cct5	
CG9170	FBgn0030716
La	FBgn0011638
CG12129	FBgn0033475
MICAL-like	FBgn0036333
CG9286	FBgn0038183
CG6638	FBgn0035911
CG30033	FBgn0050033
CG12991	FBgn0030847
Tsp26A	FBgn0031760
CG4933	FBgn0283681
f-cup	FBgn0028487
CG10669	FBgn0039329
bin3	FBgn0263144
stg	FBgn0003525
CG9509	FBgn0030594
CG5846	FBgn0032171
ema	FBgn0038427
CG8199	FBgn0037709
Gbeta76C	FBgn0004623
osa	FBgn0261885
RpL9	FBgn0015756
lqf	FBgn0028582
ORMDL	FBgn0037110
Prosalpha2	FBgn0086134
Rpn11	FBgn0028694
CG9304	FBgn0034674
CG13928	FBgn0035246
CG12863	FBgn0033948
fog	FBgn0000719
CG33123	FBgn0284253
toy	FBgn0019650
p47	FBgn0033179
rdgB	FBgn0003218
orb2	FBgn0264307
Vps16A	FBgn0261241
dlp	FBgn0041604
nub	FBgn0085424
CG5010	FBgn0260747
Tao	FBgn0031030
CG8417	FBgn0037744
CG14906	FBgn0015351
nrv1	FBgn0015776
CG1354	FBgn0030151
pnut	FBgn0013726
MESR3	FBgn0032694
prel	FBgn0033413
CG5913	FBgn0039385
CG14629	FBgn0040398
Rac2	FBgn0014011
Uba2	FBgn0029113
Lpin	FBgn0263593
CG3704	FBgn0040346
RpL3	FBgn0020910
glec	FBgn0015229
Mlp84B	FBgn0014863
Rac1	FBgn0010333
GstT1	FBgn0050000
RpL17	FBgn0029897
Cap	
wun2	FBgn0041087
CrzR	FBgn0036278
CG10466	FBgn0032822
Pka-R2	FBgn0022382
CG30118	FBgn0284257
cathD	FBgn0029093
CG4036	FBgn0032149
CG33303	FBgn0053303
CG34398	FBgn0085427
uzip	FBgn0004055
Gen	FBgn0263831
CG13025	FBgn0036660
CG42259	FBgn0266569
DIP1	FBgn0024807
Axs	FBgn0000152
Myo95E	FBgn0039157
mRpL33	FBgn0040907
MED16	FBgn0034707
BEAF-32	FBgn0015602
Spn43Ab	FBgn0024293
CG9932	FBgn0262160
Den1	FBgn0033716
RpS2	FBgn0004867
CG7616	FBgn0036142
E(Pc)	FBgn0000581
MED8	FBgn0034503
subdued	FBgn0038721
CG10903	FBgn0037543
CG14767	FBgn0040777
CG3036	FBgn0031645
rig	FBgn0250850
CG16756	FBgn0029765
CG3740	FBgn0023530
CG5285	FBgn0038490
Nep2	FBgn0027570
Nup154	FBgn0021761
SdhA	FBgn0261439
CG2909	FBgn0030189
CG17018	FBgn0039972
RnrS	FBgn0011704
srp	FBgn0003507
CG8586	FBgn0033320
CG30344	FBgn0050344
Trap1	FBgn0026761
CG10495	FBgn0032750
lark	FBgn0011640
jbug	FBgn0028371
dyn-p25	
CG5861	FBgn0015338
Rbcn-3A	FBgn0023458
alpha-Cat	FBgn0010215
CG9706	FBgn0036662
CG10103	FBgn0035715
Arp1	FBgn0011745
CG30026	FBgn0050026
Afti	FBgn0038223
CG4495	
CG32625	FBgn0052625
Myo28B1	FBgn0040299
hpo	FBgn0261456
skd	FBgn0003415
Map60	FBgn0010342
Pde9	FBgn0259171
CG8060	FBgn0034113
Pof	FBgn0035047
HIP-R	FBgn0029676
Pgm	FBgn0003076
betaTub60D	FBgn0003888
SsRbeta	FBgn0011016
Tango7	
SamDC	FBgn0019932
Glut1	FBgn0264574
Cerk	FBgn0037315
APC10	FBgn0034231
CG13623	FBgn0039205
CG11403	FBgn0026876
CG31637	FBgn0051637
CG2003	FBgn0039886
RpL18	FBgn0035753
CG10425	FBgn0039304
CG4098	FBgn0036648
Frq2	FBgn0083228
ClC-b	FBgn0033755
Sec22	FBgn0260855
CG15083	FBgn0034399
CG7560	FBgn0036157
Chd1	FBgn0250786
CG14696	FBgn0037853
RpL39	FBgn0023170
escl	FBgn0032391
CG8086	FBgn0032010
CG31635	FBgn0051635
GAPsec	FBgn0035916
CG17829	FBgn0025635
CG3955	FBgn0033793
Rs1	FBgn0021995
CG11122	FBgn0030266
fl(2)d	FBgn0000662
CG14710	FBgn0037920
Su(var)2-10	FBgn0003612
Pomp	FBgn0032884
CG42390	FBgn0259736
CG7156	FBgn0038588
Npc2b	FBgn0038198
Arp5	FBgn0038576
CG6841	FBgn0036828
CG32444	FBgn0043783
pch2	FBgn0051453
Syb	FBgn0003660
kra	FBgn0250753
FKBP59	FBgn0029174
Bace	FBgn0032049
CG14757	FBgn0033274
CG6259	FBgn0036740
CG10943	FBgn0036320
Act79B	FBgn0000045
Idh	FBgn0001248
CG3332	FBgn0031514
Pep	FBgn0004401
CG8012	FBgn0040832
Grip	FBgn0029830
Ctr1A	FBgn0062413
MED4	FBgn0035754
CG8177	FBgn0036043
Mob3	FBgn0259482
CG9084	FBgn0033582
sbb	FBgn0010575
CG17493	FBgn0040010
CG5009	FBgn0027572
Ube3a	FBgn0061469
CG45050	FBgn0266410
Sec61beta	FBgn0010638
l(1)G0045	FBgn0026702
CG17233	FBgn0036958
CG4662	FBgn0038735
CG11210	FBgn0033259
sals	FBgn0051374
Clk	FBgn0023076
Not1	FBgn0085436
CG5376	FBgn0038977
RpL35A	FBgn0037328
CG14711	FBgn0037922
Pu	FBgn0003162
sktl	FBgn0016984
CG10321	FBgn0034643
Ef1alpha100E	
Grip75	FBgn0026431
aay	FBgn0023129
mus308	FBgn0002905
RpL8	FBgn0261602
Rlip	FBgn0026056
beta-Spec	FBgn0250788
obst-B	FBgn0027600
CG13876	FBgn0035109
Ranbp11	FBgn0284254
CG13565	FBgn0034935
Gs2	FBgn0001145
RpL29	FBgn0016726
CG10483	FBgn0035649
Tl	FBgn0262473
CG5274	FBgn0036987
CG31710	FBgn0051710
Nab2	FBgn0028471
CG2225	FBgn0032957
CG10910	FBgn0034289
CG14965	FBgn0035414
Hmgcr	FBgn0263782
CG3770	FBgn0035085
Graf	FBgn0030685
CG18273	FBgn0029525
CD98hc	FBgn0037533
Ent1	FBgn0031250
simj	FBgn0010762
CG14701	FBgn0037883
RPA3	FBgn0266421
bru-2	
eIF-1A	
CG7265	FBgn0038272
CG8272	FBgn0033337
D19B	FBgn0022699
CG2017	FBgn0037391
CHORD	FBgn0029503
Uba1	FBgn0023143
CG12608	FBgn0030630
CG10092	
spt4	FBgn0028683
GstO2	FBgn0035906
CG14196	FBgn0031002
CG3430	FBgn0031875
CG11534	FBgn0046296
CG9386	FBgn0037708
CG32495	FBgn0052495
bocksbeutel	
CG4042	FBgn0037018
CG14298	FBgn0038654
CG2701	FBgn0024973
Cyp4ad1	FBgn0033292
east	FBgn0261954
CG13947	FBgn0031277
CG17168	FBgn0039943
frtz	FBgn0086698
Sep4	FBgn0259923
CG7458	FBgn0037144
CG12288	FBgn0032620
MP1	FBgn0027930
CG5961	FBgn0038056
elgi	FBgn0283649
Corp	FBgn0030028
Ald	FBgn0000064
CG8778	FBgn0033761
CG14450	FBgn0037184
CG10062	FBgn0034439
CG33145	FBgn0053145
CG12116	FBgn0030041
CG8668	FBgn0031988
CG10214	FBgn0039115
CG6330	FBgn0039464
CG11906	FBgn0034425
CG7272	FBgn0036501
CG7777	FBgn0068240
CG14400	FBgn0032896
qsm	FBgn0028622
Sobp	FBgn0033654
CG11151	FBgn0030519
udd	FBgn0033261
Diedel3	FBgn0085358
pasha	FBgn0039861
CG7420	FBgn0031344
CG15439	FBgn0031606
CG30438	FBgn0050438
Nelf-A	FBgn0038872
CG1671	FBgn0033454
CG30411	FBgn0050411
CG6791	FBgn0037918
cln3	FBgn0036756
CG42358	FBgn0259704
calypso	FBgn0262166
Atg9	FBgn0034110
sff	FBgn0036544
ImpL2	FBgn0001257
CG8202	FBgn0037622
HIP	FBgn0260484
asl	FBgn0261004
bur	FBgn0000239
Nup160	FBgn0262647
mei-P26	FBgn0026206
wgn	FBgn0030941
CG3909	FBgn0027524
CG34424	FBgn0085453
Nup50	FBgn0033264
Hdc	FBgn0005619
schlank	FBgn0040918
mv	FBgn0265988
CG31523	FBgn0051523
Cht2	FBgn0022702
Cep97	FBgn0031575
CG8399	FBgn0034067
Ccz1	FBgn0035470
Ppt1	FBgn0030057
Cul5	FBgn0039632
da	FBgn0267821
CG10086	FBgn0037517
CG11486	FBgn0035397
CG11539	FBgn0039859
CG10948	FBgn0036317
CG6230	FBgn0027582
Arl1	FBgn0000115
CG5011	FBgn0040723
ave	FBgn0050476
CG5214	FBgn0037891
Cfp1	FBgn0030121
CG13890	FBgn0035169
vimar	FBgn0022960
CG9853	FBgn0086605
AGBE	FBgn0053138
CG14500	FBgn0034318
Ca-beta	FBgn0259822
lbk	FBgn0034083
sgl	FBgn0261445
CG34215	FBgn0085244
Kul	FBgn0039688
CG11168	FBgn0039249
CG15317	FBgn0030137
tobi	FBgn0261575
Opa1	FBgn0261276
Top1	FBgn0004924
CG9855	FBgn0037242
CG1463	FBgn0030406
CG11583	FBgn0035524
CG4995	FBgn0032219
CG9547	FBgn0031824
CG31673	FBgn0051673
CG17802	FBgn0038549
chn	FBgn0015371
CG6621	FBgn0037855
CG13321	FBgn0033787
fu	FBgn0001079
U2af50	FBgn0005411
CG5287	FBgn0032477
Ten-m	FBgn0004449
CG4847	FBgn0034229
CG12007	FBgn0037293
Ns1	FBgn0038473
CG32676	FBgn0052676
CG2247	FBgn0030320
Sps2	FBgn0032224
CG7810	FBgn0032017
Rad9	FBgn0025807
CG11674	FBgn0030551
CG18815	FBgn0042138
CG5114	FBgn0036460
AdamTS-A	FBgn0038341
Ppox	FBgn0020018
Lar	FBgn0000464
sax	FBgn0003317
CG5687	FBgn0035293
CG13315	FBgn0040827
Ef1beta	FBgn0068164
ttm50	FBgn0250874
CG1143	FBgn0035359
CG16838	
Fic	FBgn0263278
CG2790	FBgn0027599
shot	FBgn0013733
CG13607	FBgn0039151
Psn	FBgn0284421
GstE13	FBgn0033381
san	FBgn0024188
CG7778	FBgn0032025
CG16721	FBgn0029820
CG14286	FBgn0038673
Hsp23	FBgn0001224
CG6750	
MED19	FBgn0036761
veli	FBgn0039269
sog	FBgn0003463
CG5535	FBgn0036764
CG15923	FBgn0038814
CG42271	FBgn0259166
Trip1	FBgn0068012
CG10732	FBgn0036365
Atac3	FBgn0052343
CG11388	FBgn0034959
fus	FBgn0023441
CG6074	
CG6908	FBgn0037936
boi	FBgn0040388
mr	FBgn0002791
Eip63E	FBgn0005640
mesh	FBgn0051004
CG6254	FBgn0037794
CG5397	FBgn0031327
CG14182	FBgn0036922
Cdc42	FBgn0010341
shrb	FBgn0086656
CG12343	FBgn0033556
ple	FBgn0005626
Glut4EF	FBgn0267336
CG1640	FBgn0030478
CG7971	FBgn0035253
tra2	FBgn0003742
CG1941	FBgn0033214
CG1161	FBgn0037313
CG1109	FBgn0046222
CG7656	FBgn0036516
CG4239	FBgn0030745
CG12929	FBgn0033429
Pallidin	FBgn0036192
Obp56a	FBgn0034468
CG8949	FBgn0030812
Samuel	FBgn0032330
Prosalpha3	FBgn0261394
CG15152	FBgn0032665
ome	FBgn0259175
por	FBgn0004957
rut	FBgn0003301
UK114	FBgn0086691
Gapdh2	FBgn0001092
bc10	FBgn0040239
CG17219	FBgn0031494
RanBP3	FBgn0039110
CG12883	FBgn0039538
CG8712	FBgn0033258
et	FBgn0031055
ltl	FBgn0268063
kat80	FBgn0040207
Sdc	FBgn0010415
Ada1-1	FBgn0051865
CG32039	FBgn0052039
SLC5A11	FBgn0031998
dob	FBgn0030607
Vps16B	FBgn0039702
Bap55	FBgn0025716
rgr	FBgn0267792
CG9754	
sky	FBgn0032901
Cnx99A	FBgn0015622
CG14562	FBgn0037142
CG3246	FBgn0031538
l(1)G0469	FBgn0040153
SC35	FBgn0265298
pall	FBgn0036005
x16	FBgn0028554
CG7523	FBgn0038533
Ostgamma	FBgn0032015
CG5270	FBgn0037897
Gadd45	FBgn0033153
pug	FBgn0020385
Slbp	FBgn0041186
CG16953	FBgn0038809
Su(var)3-7	FBgn0003598
chm	FBgn0028387
CG5569	FBgn0034919
Rrp40	FBgn0260648
SmF	FBgn0000426
Myt1	FBgn0040298
cu	FBgn0261808
Vps4	FBgn0283469
CG8204	FBgn0034033
Tfb1	FBgn0033929
Surf6	FBgn0038746
CG5919	FBgn0038876
fu12	FBgn0026718
Sep2	FBgn0014029
pigs	FBgn0029881
emc	FBgn0000575
CG12428	FBgn0039543
CG1662	FBgn0030481
Sec23	FBgn0262125
CG4630	FBgn0033809
Gclc	FBgn0040319
CG6813	FBgn0037923
Tpi	FBgn0086355
RnrL	FBgn0011703
pdgy	FBgn0027601
cbx	FBgn0011241
CG2678	FBgn0014931
CG6512	FBgn0036702
CG9302	FBgn0032514
Kap3	FBgn0028421
shep	FBgn0052423
St3	FBgn0265052
RpL14	FBgn0017579
CDC45L	FBgn0026143
sn	FBgn0003447
Aats-leu	
CG4797	FBgn0034909
ArfGAP3	FBgn0037182
CG2611	FBgn0032871
CalpC	FBgn0260450
CG12391	FBgn0033581
Nop60B	FBgn0259937
CG15432	FBgn0031603
gammaSnap1	FBgn0028552
CG9393	FBgn0037710
wdb	FBgn0027492
CG31365	FBgn0051365
sowah	FBgn0036302
Sac1	FBgn0283500
CG32147	FBgn0047178
dally	FBgn0263930
CG7101	FBgn0030963
mdy	FBgn0004797
Ssb-c31a	FBgn0015299
DNApol-iota	FBgn0037554
CG6356	FBgn0039178
CG1597	
CG1315	FBgn0026565
Fmr1	FBgn0028734
CG4537	FBgn0032153
ena	FBgn0000578
gl	FBgn0004618
Mpp6	FBgn0032921
cdc2	
CG15107	FBgn0041702
Ate1	FBgn0025720
Vhl	FBgn0041174
Edem1	FBgn0023511
wech	FBgn0259745
Cep135	FBgn0036480
CG7997	FBgn0034117
ctrip	FBgn0260794
fdl	FBgn0045063
CG10324	FBgn0038454
CG2982	FBgn0266570
CG3714	FBgn0031589
Vha16-1	FBgn0262736
nonA-l	FBgn0015520
Rpn12	FBgn0028693
CG3529	FBgn0035995
kek5	FBgn0031016
CG34159	FBgn0085188
RpS18	FBgn0010411
Pcl	FBgn0003044
CG34454	FBgn0085483
tws	FBgn0004889
CG1578	FBgn0030336
CG15019	FBgn0035541
eya	FBgn0000320
Ptp69D	FBgn0014007
Tcp-1eta	
Spf45	FBgn0086683
CG10584	FBgn0037045
Sk2	FBgn0052484
spir	FBgn0003475
CG11790	FBgn0039265
Vps20	FBgn0034744
CG1523	FBgn0039601
lva	FBgn0029688
CG18747	FBgn0042104
CG7598	FBgn0080464
CG15618	FBgn0031077
ALiX	FBgn0086346
CG7322	FBgn0030968
CG12858	
fbp	FBgn0032820
CG17560	FBgn0038450
CG4619	FBgn0032166
Dbi	FBgn0010387
Sra-1	FBgn0038320
CG31904	FBgn0260479
Tsp74F	FBgn0036769
Br140	FBgn0033155
RpL38	FBgn0040007
CG17664	
Prosbeta1	FBgn0010590
bru-3	
CG7427	
CG11982	FBgn0037653
Sep1	FBgn0011710
CG42588	FBgn0260965
Sod2	FBgn0010213
eIF6	FBgn0034915
CG12780	FBgn0033301
LSm1	FBgn0261067
Rtf1	FBgn0034722
pont	FBgn0040078
CG2930	FBgn0028491
gammaTry	FBgn0010359
GstE7	FBgn0063493
Grip84	FBgn0026430
bip1	FBgn0026263
Rich	FBgn0028500
CG13142	
CG8412	FBgn0037743
PEK	FBgn0037327
ltd	
Cpr92F	FBgn0038819
CG7706	FBgn0038640
Srp72	FBgn0038810
CG4213	FBgn0031251
Tie	FBgn0014073
CG2662	FBgn0024993
bai	FBgn0045866
CG12170	FBgn0037356
l(1)G0334	FBgn0028325
CG10830	
RpS27A	FBgn0003942
EcR	FBgn0000546
CG5355	FBgn0032242
CG18067	FBgn0034512
CG34213	FBgn0085242
Vmat	FBgn0260964
RpL27A	FBgn0261606
CG8334	
CG8661	FBgn0030837
CG34054	FBgn0054054
Patr-1	FBgn0266053
CG15891	FBgn0029860
Zfrp8	FBgn0021875
CG8628	FBgn0250836
Trc8	FBgn0039668
Su(fu)	FBgn0005355
ninaC	FBgn0002938
CG30094	FBgn0050094
CG5322	
Iap2	FBgn0068139
nocte	FBgn0261710
CG32369	FBgn0052369
C3G	FBgn0259228
EndoA	FBgn0038659
CG32581	FBgn0052581
Aats-ile	
CG1136	FBgn0035490
RpI1	FBgn0019938
Tsc1	FBgn0026317
ssp3	FBgn0032723
CG7730	FBgn0036689
CG10671	FBgn0035586
Trf	FBgn0010287
CG12825	FBgn0033221
CG4806	FBgn0260456
ImpL3	FBgn0001258
CG4497	FBgn0031895
CG6891	FBgn0030955
rdx	FBgn0264493
CG3709	FBgn0031227
CG32441	FBgn0052441
CG6870	FBgn0032652
Mipp2	FBgn0026060
CG1542	FBgn0039828
CG6045	
vir-1	FBgn0043841
CG5191	FBgn0038803
AP-1-2beta	FBgn0010380
CG17385	FBgn0033934
CG11880	FBgn0039637
CG6959	FBgn0037956
CG8866	FBgn0037679
Rif1	FBgn0050085
PPO2	FBgn0033367
CG14683	FBgn0037822
sba	FBgn0016754
Aats-ala-m	
Slu7	FBgn0039626
CG18748	FBgn0042105
CG5626	FBgn0036266
Act88F	FBgn0000047
CG12736	
CkIIbeta	FBgn0000259
Egfr	FBgn0003731
CG2034	FBgn0015359
Fim	FBgn0024238
Sec10	FBgn0266673
Cht11	FBgn0029913
Rel	FBgn0014018
CG8331	FBgn0033906
Syx1A	FBgn0013343
CG2211	FBgn0035211
dpa	FBgn0015929
CG17896	FBgn0023537
Nf-YA	FBgn0035993
CG14971	FBgn0035449
CG45058	FBgn0266418
CG6685	FBgn0036062
CG6498	FBgn0267390
Nop17l	FBgn0033224
Mlc2	FBgn0002773
Pink1	FBgn0029891
PIG-U	FBgn0032052
car	FBgn0000257
CG1648	FBgn0033446
Cp36	FBgn0000359
CG14434	FBgn0029915
CG17712	FBgn0027597
l(1)10Bb	FBgn0001491
Nxt1	FBgn0028411
l(2)35Df	
Slob	FBgn0264087
CG10721	FBgn0032846
CG7568	FBgn0039673
Ets97D	FBgn0004510
Tk	FBgn0037976
unc-119	FBgn0025549
CG7987	FBgn0038244
Ance-5	FBgn0035076
l(1)G0255	FBgn0028336
Hers	FBgn0052529
CG9153	
yata	FBgn0260990
Sos	FBgn0001965
CG10688	
Jheh1	FBgn0010053
garz	FBgn0264560
CG32758	FBgn0052758
CG3907	FBgn0034958
Acyp2	FBgn0038363
CG12075	FBgn0030065
Itp-r83A	FBgn0010051
mRpL51	FBgn0032053
Nmnat	FBgn0039254
CG6191	FBgn0027581
Girdin	FBgn0283724
viaf	FBgn0036237
Crc	
Noa36	FBgn0026400
CG3726	FBgn0029824
RpS15	FBgn0034138
mRpL23	FBgn0035335
CG31198	FBgn0051198
CG5381	FBgn0032218
CG2162	FBgn0035388
c12.1	FBgn0040235
CG5819	FBgn0034717
CG31098	FBgn0051098
btz	FBgn0045862
CG8388	FBgn0034062
CG34126	FBgn0083962
CG6000	FBgn0039145
CG3008	FBgn0031643
RpS12	FBgn0260441
CG32512	FBgn0052512
CG6412	
AGO2	FBgn0087035
CG17119	FBgn0039045
CG32537	FBgn0052537
Men	FBgn0002719
CG15440	FBgn0031607
CG1544	FBgn0039827
mRpL35	FBgn0038923
CG15211	FBgn0030234
CG15390	FBgn0031419
His4r	FBgn0013981
Pen	FBgn0267727
Eph	FBgn0025936
CG2970	FBgn0034936
Art8	FBgn0032329
CG14545	FBgn0040602
CG14411	FBgn0030582
Faf	
RpL34b	FBgn0037686
Prat	FBgn0004901
mRpS18C	FBgn0039765
l(3)04053	FBgn0010830
CG10283	FBgn0032681
CG33301	FBgn0053301
CG1888	FBgn0033421
CG2540	FBgn0030411
Aef1	FBgn0005694
CG15643	FBgn0030654
CG9336	FBgn0032897
Lam	FBgn0002525
CG4449	
Atg8a	FBgn0052672
TpnC25D	FBgn0031692
CG9948	FBgn0035721
Kua	FBgn0032850
mTTF	FBgn0028530
CG5498	FBgn0027565
CG9149	FBgn0035203
Dip-B	FBgn0000454
rhi	FBgn0004400
CG5728	FBgn0039182
CG17549	FBgn0032774
CG6044	FBgn0034725
CG15916	FBgn0030704
CG3499	
RpS29	FBgn0261599
CG32590	FBgn0052590
melt	FBgn0023001
CG7970	FBgn0035252
Obp56e	FBgn0034471
CG14618	FBgn0031189
CG7227	FBgn0031970
CG34039	FBgn0054039
CG31278	FBgn0051278
CG14977	FBgn0035469
CG13601	FBgn0039126
Ubi-p5E	FBgn0086558
CG4678	FBgn0030778
Smvt	FBgn0039873
CG11796	FBgn0036992
CG1646	FBgn0039600
CG6424	FBgn0028494
CG18528	FBgn0039189
CG7029	FBgn0039026
CG6388	FBgn0032430
Su(Tpl)	FBgn0014037
CG33051	FBgn0053051
scat	FBgn0011232
nrm	FBgn0262509
CG10178	FBgn0032684
mor	FBgn0002783
CG3198	FBgn0029887
CG44325	FBgn0265413
Aph-4	
Herp	FBgn0031950
CG4882	FBgn0025336
CG6607	FBgn0039204
RpL34a	FBgn0039406
stet	FBgn0020248
CG5168	FBgn0032246
rst	FBgn0003285
CG14125	FBgn0036232
Ada2b	FBgn0037555
Cap-H2	FBgn0037831
Lk6	FBgn0017581
CG2016	FBgn0250839
CG17734	FBgn0037890
CG5037	FBgn0032222
CG31262	FBgn0051262
Gk	
Drak	FBgn0052666
CG12581	FBgn0037213
CG12134	FBgn0033471
CG12128	FBgn0033473
CG11247	FBgn0037120
Capa	FBgn0039722
CG31445	FBgn0051445
sda	FBgn0015541
CG10932	FBgn0029969
GlcAT-S	FBgn0032135
ste24a	FBgn0034176
Vha100-5	FBgn0032373
CG7550	FBgn0035839
CG1943	FBgn0037468
CG2681	FBgn0024997
CG10217	FBgn0039113
Spn77Ba	FBgn0262057
fray	FBgn0023083
CG8654	FBgn0034479
Msp300	FBgn0261836
Pglym78	FBgn0014869
CG6023	FBgn0030912
CG7332	FBgn0030973
Tango2	FBgn0030503
CG10827	FBgn0038845
crq	FBgn0015924
Cip4	FBgn0035533
CG9331	FBgn0032889
CG14352	FBgn0031351
I-2	FBgn0028429
CG11985	
kz	FBgn0001330
morgue	FBgn0027609
CG1785	FBgn0030061
Irk1	FBgn0265042
shtd	FBgn0004391
CG9945	FBgn0034527
Dis3	FBgn0039183
CG7882	FBgn0033047
tlk	
CG9577	FBgn0031092
Obp18a	FBgn0030985
RpII18	FBgn0003275
brm	FBgn0000212
Tnks	FBgn0027508
CG3420	FBgn0033100
kermit	FBgn0010504
p38c	FBgn0267339
Oatp33Ea	FBgn0032433
Tango11	FBgn0050404
